user_name,date,text,hashtags
ReINa Hasmin,2022-10-12 11:41:23+00:00,#TeamPreciousPaulaNicole and #TeamMarinaSummers slayed the finale runway. #DragRacePhilippines,"['TeamPreciousPaulaNicole', 'TeamMarinaSummers', 'DragRacePhilippines']"
OTEP👑,2022-10-12 11:41:15+00:00,"Congrats Lady Morgana Drag Race Philippines' Miss Congeniality!

#DragRacePH #DragRacePhilippines #DragRacePHfinale  #TeamPreciousPaulaNicole https://t.co/P9qxEztUD3","['DragRacePH', 'DragRacePhilippines', 'DragRacePHfinale']"
Direk Joe CriSelda🌟 🌹,2022-10-12 11:40:26+00:00,"Congratulations @PreciousPaulaN !! the first ever filipino drag superstar!💖🌹

#DragRacePH 
#TeamPreciousPaulaNicole https://t.co/4ZCCNbh2sm","['DragRacePH', 'TeamPreciousPaulaNicole']"
j. d. 💙,2022-10-12 11:40:12+00:00,SHOT NAAAAAAA love you @eva_lequeen #TeamEvaLeQueen THAT WAS AMAZING @PreciousPaulaN #TeamPreciousPaulaNicole #DragRacePH,"['TeamEvaLeQueen', 'TeamPreciousPaulaNicole', 'DragRacePH']"
피비⁷ 💜💎 #TheAstronaut ✨🌙👩🏻‍🚀,2022-10-12 11:40:01+00:00,Time to watch the finale of #DragRacePH! Let's go #TeamPreciousPaulaNicole! 💗💜💖💛💚,"['DragRacePH', 'TeamPreciousPaulaNicole']"
Jeremiah 🌷,2022-10-12 11:39:49+00:00,Its #TeamPreciousPaulaNicole vs #TeamMarinaSummers #DragRacePH,"['TeamPreciousPaulaNicole', 'TeamMarinaSummers', 'DragRacePH']"
Popcorn ni Misis,2022-10-12 11:39:46+00:00,"POV pag naging cookies and cream ka 😭

#TeamPreciousPaulaNicole 
#DragRacePHfinale #DragRacePH https://t.co/5epMNmugun","['TeamPreciousPaulaNicole', 'DragRacePHfinale', 'DragRacePH']"
Mirmi_poe,2022-10-12 11:39:35+00:00,"What a great season! So excited for season 2!

#DragRacePH #TeamPreciousPaulaNicole","['DragRacePH', 'TeamPreciousPaulaNicole']"
Gabrielle Bai,2022-10-12 11:39:15+00:00,Oh yeaaah! #TeamPreciousPaulaNicole  #DragRacePHfinale pero I love you pa din Ms Tampalpuke,"['TeamPreciousPaulaNicole', 'DragRacePHfinale']"
shyn🌸,2022-10-12 11:37:53+00:00,CONGRATULATIONS MY PRECIOUS DELICIOUS AMBITIOUS 💕 #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
Precious Chona Nicole,2022-10-12 11:37:26+00:00,top tier lip sync #TeamPrecious #TeamPreciousPaulaNicole #DragRacePH,"['TeamPrecious', 'TeamPreciousPaulaNicole', 'DragRacePH']"
chin taguines,2022-10-12 11:36:58+00:00,"Based on both finale runways, #TeamPreciousPaulaNicole ako! 

#DragRacePH #DragRacePHfinale","['TeamPreciousPaulaNicole', 'DragRacePH', 'DragRacePHfinale']"
Chay,2022-10-12 11:36:43+00:00,I LOVE U PRECIOUS!!!! DIVINE DIVAS SUPREMACY #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
Hamster,2022-10-12 11:36:35+00:00,"OUR QUEEN ATE THAT SHE LEFT NO CRUMB!!!! 

#TeamPreciousPaulaNicole 
#TeamPrecious 
#DragRacePH 
#DragRacePHfinale https://t.co/yGGxpqL77X","['TeamPreciousPaulaNicole', 'TeamPrecious', 'DragRacePH', 'DragRacePHfinale']"
Я E M,2022-10-12 11:36:34+00:00,Go snatch the crown @PreciousPaulaN! 👸🏻#TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
reinier ライナー,2022-10-12 11:36:00+00:00,YAAASS  ONE MORE TO GOOO 1/2 #TeamPreciousPaulaNicole #TeamMarinaSummers,"['TeamPreciousPaulaNicole', 'TeamMarinaSummers']"
Jeremiah 🌷,2022-10-12 11:35:57+00:00,DASURV PRECIOUS!!! #TeamPreciousPaulaNicole #DragRacePH,"['TeamPreciousPaulaNicole', 'DragRacePH']"
gray 🌙🌑,2022-10-12 11:35:41+00:00,#TeamPreciousPaulaNicole WE HEAAAAAA!!!!! 💖💖,['TeamPreciousPaulaNicole']
Mal,2022-10-12 11:35:07+00:00,PRECIOUS AAAAAAAAAAAAH #DragRacePH #TeamPreciousPaulaNicole,"['DragRacePH', 'TeamPreciousPaulaNicole']"
u a hoe dats y i,2022-10-12 11:34:47+00:00,Waaah! Tonight is the night pala!!! #TeamPreciousPaulaNicole #DragRacePH https://t.co/PLqRew8VZZ,"['TeamPreciousPaulaNicole', 'DragRacePH']"
Mirmi_poe,2022-10-12 11:34:45+00:00,"Why do I can't stop smiling 😁😁

#DragRacePH #TeamPreciousPaulaNicole","['DragRacePH', 'TeamPreciousPaulaNicole']"
Jeck,2022-10-12 11:33:25+00:00,Shutaccaaaaa #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
𝓮𝓵𝓪𝓲.🌷,2022-10-12 11:29:04+00:00,OMG BOSS RODOLFO!!! BRING HOME THE CROWN #DragRacePHfinale #TeamPreciousPaulaNicole https://t.co/TLU5EiCq1p,"['DragRacePHfinale', 'TeamPreciousPaulaNicole']"
𝙥𝙖𝙪𝙡𝙤𝙞𝙣𝙢𝙖𝙣𝙞𝙡𝙖,2022-10-12 11:28:40+00:00,"Precious Summer.
#DragRacePH 
#DragRacePHfinale 
#TeamPreciousPaulaNicole 
#TeamMarinaSummers","['DragRacePH', 'DragRacePHfinale', 'TeamPreciousPaulaNicole', 'TeamMarinaSummers']"
Popcorn ni Misis,2022-10-12 11:27:03+00:00,"Look how @VinasDeluxe and @brigiding support their sister on stage 🥺 I love you #DivineDivas!!

#TeamPreciousPaulaNicole 
#DragRacePHfinale #DragRacePH https://t.co/y2iiE7rH3s",['DivineDivas']
Deb Mae,2022-10-12 11:26:58+00:00,This is it pancit! . #DragRacePH #TeamPreciousPaulaNicole,"['DragRacePH', 'TeamPreciousPaulaNicole']"
Franxxs,2022-10-12 11:26:24+00:00,"PIAAAAAA aaaaAAAAAAA YOURE SO PRETTY!!! 

#DragRacePHfinale 
#TeamPreciousPaulaNicole","['DragRacePHfinale', 'TeamPreciousPaulaNicole']"
☁️ | havvy vday!,2022-10-12 11:25:45+00:00,"SHE’S TRENDING!

#DragRacePH #TeamPrecious #TeamPreciousPaulaNicole https://t.co/0tkdBvOk6A","['DragRacePH', 'TeamPrecious', 'TeamPreciousPaulaNicole']"
r³n,2022-10-12 11:25:35+00:00,gago neck to neck ang #TeamMarinaSummers v.s #TeamPreciousPaulaNicole,"['TeamMarinaSummers', 'TeamPreciousPaulaNicole']"
czar,2022-10-12 11:24:01+00:00,"First 22 mins in, #TeamPreciousPaulaNicole parin! ♥️",['TeamPreciousPaulaNicole']
Geexie 🌺,2022-10-12 11:23:38+00:00,@PreciousPaulaN is slaying that runway! #TeamPreciousPaulaNicole FTW!!!!,['TeamPreciousPaulaNicole']
ًjea,2022-10-12 11:23:18+00:00,we're on the runway part #TeamPreciousPaulaNicole btw,['TeamPreciousPaulaNicole']
Mirmi_poe,2022-10-12 11:23:02+00:00,"Mama Pao is not a dancer, why'all acting like she could do a backflip-slip-deathdrop-dip lol

#DragRacePH #TeamPreciousPaulaNicole","['DragRacePH', 'TeamPreciousPaulaNicole']"
꧁|•ꪑꪖᧁꪀꪊᦓ•ƺꫀρꫝꪗ᥅꧂,2022-10-12 11:21:10+00:00,"CONDRAGULATIONS!!!! TO OUR FIRST WINNER OF DRAGRACE PHILIPPINES @PreciousPaulaN 
#DragRacePH 
#TeamPreciousPaulaNicole","['DragRacePH', 'TeamPreciousPaulaNicole']"
Mirmi_poe,2022-10-12 11:17:23+00:00,"Retweet if you are Rooting for PPN!

#DragRacePH #TeamPreciousPaulaNicole","['DragRacePH', 'TeamPreciousPaulaNicole']"
ad,2022-10-12 11:13:41+00:00,I LOVE YOU #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
ˏˋ lucas ˎˊ˗,2022-10-12 11:12:52+00:00,2 of my original top 3 made it to the finale! i'm #TeamMarinaSummers and #TeamPreciousPaulaNicole but here's how viñas can still win hold on gimme a sec https://t.co/9q4qNgrRG3,"['TeamMarinaSummers', 'TeamPreciousPaulaNicole']"
☁️ | havvy vday!,2022-10-12 11:11:19+00:00,"proud of u soooo much @VinasDeluxe 🫶🏼

#DragRacePH #TeamPrecious #TeamPreciousPaulaNicole","['DragRacePH', 'TeamPrecious', 'TeamPreciousPaulaNicole']"
*incomprehensible cocteau twins lyrics*,2022-10-12 11:11:18+00:00,SEATED FOR #DragRacePH LET’S GO #TeamPreciousPaulaNicole !!!,"['DragRacePH', 'TeamPreciousPaulaNicole']"
kakaibabe heidi ❤️,2022-10-12 11:11:11+00:00,"This is it pancit! 🙂❤️
#TeamPreciousPaulaNicole #TeamPrecious","['TeamPreciousPaulaNicole', 'TeamPrecious']"
☁️ | havvy vday!,2022-10-12 11:10:53+00:00,"vinas be like “anong fracture fracture dance tayo mhie!” 

#DragRacePH #TeamPrecious #TeamPreciousPaulaNicole","['DragRacePH', 'TeamPrecious', 'TeamPreciousPaulaNicole']"
Jacey 🥵,2022-10-12 11:09:22+00:00,DRPH FINALE WOOHOO LETS GO TEAM PRECIOUS #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
uhm,2022-10-12 11:08:59+00:00,"my Filipina winnuh 💙💙💙💙

#TeamMarina #TeamPreciousPaulaNicole https://t.co/4BO4mZb3qe","['TeamMarina', 'TeamPreciousPaulaNicole']"
☁️ | havvy vday!,2022-10-12 11:07:53+00:00,"SLAY PAO SLAYYYY

#DragRacePH #TeamPrecious #TeamPreciousPaulaNicole","['DragRacePH', 'TeamPrecious', 'TeamPreciousPaulaNicole']"
Hamster,2022-10-12 11:06:28+00:00,"A QUICK EDIT FOR OUR @PreciousPaulaN 

#TeamPreciousPaulaNicole 
#TeamPrecious 
#DragRacePH 
#DragRacePHfinale https://t.co/3q8RSe2fhE","['TeamPreciousPaulaNicole', 'TeamPrecious', 'DragRacePH', 'DragRacePHfinale']"
ael nicole,2022-10-12 11:05:30+00:00,"i really hope you won the crown, @PreciousPaulaN. pero ano man ang naging resulta no'n, panalo ka para sa'kin—sa'ming mga nagmamahal sa'yo.

you're a good storyteller. your heart speaks whenever you perform. it's a joy watching you.

#TeamPrecious
#TeamPreciousPaulaNicole",
KURT,2022-10-12 11:05:18+00:00,Finale na. Waaahh #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
𝙥𝙖𝙪𝙡𝙤𝙞𝙣𝙢𝙖𝙣𝙞𝙡𝙖,2022-10-12 11:04:11+00:00,TOUGH 4 QUEENS. #DragRacePHfinale #DragRacePH #TeamMarinaSummers #TeamPreciousPaulaNicole #TeamEvaLeQueen #TeamXilhouete https://t.co/krHYsctuZF,"['DragRacePHfinale', 'DragRacePH', 'TeamMarinaSummers', 'TeamPreciousPaulaNicole', 'TeamEvaLeQueen']"
eva,2022-10-12 11:03:46+00:00,"marina is most likely to win and i’d still be happy bec she deserves it. 

but still, #TeamPreciousPaulaNicole all the way!!!!! ✨

miss congeniality: lady morgana!!!! 

#DragRacePH #DragRacePHfinale 🫰",['TeamPreciousPaulaNicole']
jepany,2022-10-12 11:03:44+00:00,Congrats Precious! #TeamPreciousPaulaNicole #DragRacePH,"['TeamPreciousPaulaNicole', 'DragRacePH']"
Precious Chona Nicole,2022-10-12 11:03:42+00:00,ganda ni corazon giving some manok vibes #DragRacePH #TeamPreciousPaulaNicole #TeamPrecious,"['DragRacePH', 'TeamPreciousPaulaNicole', 'TeamPrecious']"
ollie leyva,2022-10-12 11:02:45+00:00,"Here we go! #DragRacePHFinale 🏳️‍🌈💅🏻💃🏻

#TeamPreciousPaulaNicole✨
#TeamMarinaSummers ✨","['DragRacePHFinale', 'TeamPreciousPaulaNicole', 'TeamMarinaSummers']"
yogi,2022-10-12 11:02:42+00:00,my winner since promo #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
Cara,2022-10-12 11:02:23+00:00,omg finale na #drph #DragRacePHfinale #TeamMarinaSummers #TeamPreciousPaulaNicole #TeamEvaLeQueen #TeamXilhouete,"['drph', 'DragRacePHfinale', 'TeamMarinaSummers', 'TeamPreciousPaulaNicole', 'TeamEvaLeQueen', 'TeamXilhouete']"
koikoikrunch 👑#TeamPrecious👑#TeamTampalpuke👑,2022-10-12 11:02:22+00:00,GURL THIS IS IT!!!! #DragRacePH #TeamPreciousPaulaNicole #TeamEvaLeQueen,"['DragRacePH', 'TeamPreciousPaulaNicole', 'TeamEvaLeQueen']"
✨ 송아미 ♡ 𝓡𝓮𝓫𝓸𝓻𝓷 𝓡𝓲𝓬𝓱 »» ₂₀₂₂.₁₁.₁₉,2022-10-12 11:01:49+00:00,"AYAN NAAA!!!

GRAND FINALS NA!!!

LET'S GOO!!!

#DragRacePH
#DragRacePhilippines
#TeamPreciousPaulaNicole
#TeamPrecious https://t.co/GLASA9VCRn","['DragRacePH', 'DragRacePhilippines', 'TeamPreciousPaulaNicole']"
Chay,2022-10-12 11:01:44+00:00,THIS IS IT #TeamPrecious #TeamPreciousPaulaNicole,"['TeamPrecious', 'TeamPreciousPaulaNicole']"
yume marie 🌸🏳️‍⚧️,2022-10-12 11:01:31+00:00,"LET’S GOOOOOOO @PreciousPaulaN 

#TeamPrecious 
#TeamPreciousPaulaNicole 
#PreciousPaulaNicole","['TeamPrecious', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole']"
Mr. Tampalpuke #TeamPPN,2022-10-12 11:01:31+00:00,"OMG FINALE IS HERE! TEAM PPN! 
I AM HERE B4 PPN WINS!

#TeamPreciousPaulaNicole 
#DragRacePH","['TeamPreciousPaulaNicole', 'DragRacePH']"
Jeremiah 🌷,2022-10-12 11:01:10+00:00,FORSHADOWING 💕👑🫶🏻 #TeamPreciousPaulaNicole #DragRacePH https://t.co/e6zMCZdSPJ,"['TeamPreciousPaulaNicole', 'DragRacePH']"
Ehmel Maglasang ☈ 🌴©1996,2022-10-12 11:00:35+00:00,Let’s Go Finale #DragRacePH #TeamPreciousPaulaNicole,"['DragRacePH', 'TeamPreciousPaulaNicole']"
Dong 🤓,2022-10-12 11:00:32+00:00,"Here we gooooo #DragRacePHFinale!!!

#TeamPreciousPaulaNicole 
#TeamMarinaSummers","['DragRacePHFinale', 'TeamPreciousPaulaNicole', 'TeamMarinaSummers']"
"NO TWICE, NO LIFE 🍭💖",2022-10-12 11:00:15+00:00,WAIT LANG!!! HOMAYGHADDSS #DragRacePH #TeamPreciousPaulaNicole 🫶❤️,"['DragRacePH', 'TeamPreciousPaulaNicole']"
ael nicole,2022-10-12 11:00:05+00:00,"just a reminder to #DragRacePH supporters, highlight your fave's positive qualities without bringing others down. try to remember the hard work they all put in day in and day out. let's be kind.

#TeamPreciousPaulaNicole
#TeamMarinaSummers
#TeamEvaLeQueen
#TeamXilhouete",['DragRacePH']
Lovi Poe-la Nicole | baby ni Boss Rodolfo,2022-10-12 10:57:45+00:00,"i love you always @PreciousPaulaN 
#TeamPrecious #TeamPreciousPaulaNicole","['TeamPrecious', 'TeamPreciousPaulaNicole']"
Kurt ,2022-10-12 10:57:42+00:00,"This is it! #DragRacePHfinale in a few minutes huhu Who will it be? 👑🇵🇭
#DragRacePH 
#TeamMarinaSummers #TeamPreciousPaulaNicole https://t.co/eHjipr4tRC","['DragRacePHfinale', 'DragRacePH', 'TeamMarinaSummers']"
PreciousGigiDeluxe 👑,2022-10-12 10:57:09+00:00,"All roads lead to @PreciousPaulaN  winning 👑💖💖

#TeamPreciousPaulaNicole 
#DragRacePH 
#DragRacePHfinale https://t.co/WHPJoBfYE7","['TeamPreciousPaulaNicole', 'DragRacePH', 'DragRacePHfinale']"
Sandy 🌸 #TeamPrecious 👑,2022-10-12 10:56:30+00:00,"- last tweet ko na muna ito bago manood ng #DragRacePH Grand Finale.

the show unlocked the fangirl in me that I've never seen myself before and it's worth it! 🫶

to @PreciousPaulaN, super mahal kita kahit saan ka makarating! 😍😘💋🥰🫶🫰

#TeamPreciousPaulaNicole #TeamPrecious https://t.co/ioAh79au5s",['DragRacePH']
kakaibabe heidi ❤️,2022-10-12 10:56:14+00:00,"Last 5 minutes! 

#DragRacePH #TeamPreciousPaulaNicole #TeamPrecious","['DragRacePH', 'TeamPreciousPaulaNicole', 'TeamPrecious']"
Gabrielle Bai,2022-10-12 10:56:08+00:00,Leggo #TeamPreciousPaulaNicole #TeamPrecious #DragRacePH,"['TeamPreciousPaulaNicole', 'TeamPrecious', 'DragRacePH']"
Я E M,2022-10-12 10:54:24+00:00,Is everyone ready for the DRPH? #TeamPreciousPaulaNicole ftwwww!,['TeamPreciousPaulaNicole']
PreciousGigiDeluxe 👑,2022-10-12 10:53:48+00:00,"Goodluck @PreciousPaulaN 👑👑 u got it gurlll

#TeamPreciousPaulaNicole 
#DragRacePHfinale 
#DragRacePH https://t.co/9ET6QYR5uN","['TeamPreciousPaulaNicole', 'DragRacePHfinale', 'DragRacePH']"
Ronan Ezra,2022-10-12 10:53:10+00:00,"I am #TeamEvaLeQueen #TeamMarina &amp; #TeamPreciousPaulaNicole all at the same time for they all deserve the crown! Who’s with me?!

Crown them all, please! 👑 We love you, Queens! 💕
@eva_lequeen @marinaxsummers @PreciousPaulaN 💫

#DragRacePhilippines #DragRacePh #DragRacePHfinale","['TeamEvaLeQueen', 'TeamMarina', 'TeamPreciousPaulaNicole']"
adobo magazine,2022-10-12 10:52:05+00:00,"Category is... top four! 🤩

@eva_lequeen, @PreciousPaulaN, @marinaxsummers, and @xilhouete are in the house. Who's taking home the crown tonight? 👑 

Whose team are you on? 
#TeamEvaLeQueen 
#TeamPreciousPaulaNicole 
#TeamMarina
#TeamXilhouete

#DragRacePH https://t.co/zlQbbOEfVC",
MARK ANGELO ROMA 💫🦋,2022-10-12 10:48:58+00:00,We're soooo ready for #DragRacePHfinale let's go #TeamMarinaSummers and #TeamPreciousPaulaNicole. Tara habol kayo here in Dasma!!! https://t.co/vHKeVh4UpZ,"['DragRacePHfinale', 'TeamMarinaSummers', 'TeamPreciousPaulaNicole']"
"RIHANNA, THE SINGER, IS COMING #TeamBlack🐉",2022-10-12 10:47:57+00:00,OMG ANG GANDA!! @brigiding Finale look! 💖 #TeamPreciousPaulaNicole https://t.co/E2vWRPqsts,['TeamPreciousPaulaNicole']
Lovi Poe-la Nicole | baby ni Boss Rodolfo,2022-10-12 10:44:18+00:00,MY QUEEEEEEN #TeamPreciousPaulaNicole #TeamPrecious https://t.co/gkAXR2JXrc,"['TeamPreciousPaulaNicole', 'TeamPrecious']"
ᴋʏʟᴇ 🫶🏻,2022-10-12 10:44:03+00:00,"#DragRacePHFinale 🫶🏻🫶🏻 Let’s go, #TeamPreciousPaulaNicole @PreciousPaulaN @VinasDeluxe @brigiding 💖","['DragRacePHFinale', 'TeamPreciousPaulaNicole']"
BOSS RODOLFO,2022-10-12 10:40:42+00:00,"20 minutes left!! Are you ready goizee?

#TeamPrecious #TeamPreciousPaulaNicole #PreciousPaulaNicole #PreciousHeart","['TeamPrecious', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole', 'PreciousHeart']"
Precious Jaira Nicole #TeamPrecious,2022-10-12 10:40:33+00:00,BOSS RODOLFO BRING HOME THE CROWN  #TeamPreciousPaulaNicole,['TeamPreciousPaulaNicole']
Mirmi_poe,2022-10-12 10:39:56+00:00,"Let me hear you say!

#teamprecious #TeamPreciousPaulaNicole","['teamprecious', 'TeamPreciousPaulaNicole']"
chin taguines,2022-10-12 10:36:23+00:00,"30 mins til #DragRacePHfinale,still undecided bet #TeamMarinaSummers &amp; #TeamPreciousPaulaNicole! Happy either way. 

MS: well-rounded,best in growth 
PPN: charismatic,talented,lovable,started out strong 

Love me some #TeamEvaLeQueen too! Unlikely, but I won’t be mad. 

The end.","['DragRacePHfinale', 'TeamMarinaSummers', 'TeamPreciousPaulaNicole']"
secret,2022-10-12 10:36:00+00:00,"Let's gooooo!!!! Drag race PH Finale! &lt;3

#TeamPreciousPaulaNicole 
#TeamPrecious","['TeamPreciousPaulaNicole', 'TeamPrecious']"
kakaibabe mani ❤️,2022-10-12 10:32:56+00:00,less than 30 mins to go! #TeamPrecious #TeamPreciousPaulaNicole #PreciousPaulaNicole #PreciousHeart,"['TeamPrecious', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole', 'PreciousHeart']"
Jerome,2022-10-12 10:32:14+00:00,See you Empty Stomach Viewing party of finale #DragRacePH later. #TeamPreciousPaulaNicole,"['DragRacePH', 'TeamPreciousPaulaNicole']"
Al Restar | #TitindigParin #HusayAtTibay,2022-10-12 10:27:35+00:00,I am lowkey rooting for Eva!! Pero #TeamPreciousPaulaNicole ako all the way! #DragRacePHfinale,"['TeamPreciousPaulaNicole', 'DragRacePHfinale']"
Hamster,2022-10-12 10:25:12+00:00,"STUNNING!! GORGEOUS!!! ETHEREAL!!! TAKE HOME THE F*CKING CROWN PRECIOUS!! LEZZGOO!!

#TeamPreciousPaulaNicole 
#TeamPrecious 
#DragRacePH 
#DragRacePHfinale https://t.co/JTpNHzZEwY",['TeamPreciousPaulaNicole']
Popstar Bench,2022-10-12 10:24:37+00:00,"You got this bess! @PreciousPaulaN love you! ❤ manalo matalo you are a truly winner for me😘 

#teamprecious #TeamPreciousPaulaNicole #teampreciousheart 
#DragRacePH https://t.co/AgpR8e05iO",['teamprecious']
Rodney,2022-10-12 10:20:57+00:00,Drag Race Philippines finale!!! #TeamMarinaSummers #TeamPreciousPaulaNicole 💕,"['TeamMarinaSummers', 'TeamPreciousPaulaNicole']"
Ma.Ligaya 🥰,2022-10-12 10:19:26+00:00,"OmG! This is the day! 

#TeamPreciousPaulaNicole #DragRacePH https://t.co/P09CBTGWOb","['TeamPreciousPaulaNicole', 'DragRacePH']"
elly @ rest mode,2022-10-12 10:13:00+00:00,I made a PPN fan art minutes before the finale &lt;3 hellu po @PreciousPaulaN #DragRacePH #TeamPreciousPaulaNicole 💗💖💗💖💖 https://t.co/Av4K5a6UPl https://t.co/eEquMHAZoJ,"['DragRacePH', 'TeamPreciousPaulaNicole']"
REGINE EMILLE ,2022-10-12 10:12:57+00:00,"Get that first ever #DragRacePH crown, our fellow Reginian!

#TeamPreciousPaulaNicole https://t.co/TjqUeCWjbd","['DragRacePH', 'TeamPreciousPaulaNicole']"
(ू•ᴗ•ू❁) #AngatBuhay,2022-10-12 10:12:23+00:00,"ROOTING FOR YOU, QUEEN @PreciousPaulaN! WILL ALWAYS ROOT FOR YOU! 👑💖 @dragraceph 

#DragRacePHfinale #DragRacePhilippines #TeamPrecious #TeamPreciousPaulaNicole https://t.co/yICGyA5xiI",['DragRacePHfinale']
joo,2022-10-12 10:11:29+00:00,POTAAAA MY FOREVER QUEEN GO MIEMAH LAVARN #TeamPreciousPaulaNicole https://t.co/eM8Jw386tz,['TeamPreciousPaulaNicole']
hebrew | havvy vday misis!!,2022-10-12 10:09:12+00:00,"WAAAAAAAAAH MY @PreciousPaulaN IS READYYYY
#TeamPreciousPaulaNicole https://t.co/SiGIikcjSF",['TeamPreciousPaulaNicole']
Jeremiah 🌷,2022-10-12 10:06:07+00:00,"My precious, delicious, ambitious 💕#TeamPreciousPaulaNicole 👑🫶🏻 #DragRacePH #DragRacePhilippines #DragRacePHfinale https://t.co/UqWTHfCGCt","['TeamPreciousPaulaNicole', 'DragRacePH', 'DragRacePhilippines', 'DragRacePHfinale']"
kakaibabe heidi ❤️,2022-10-12 10:04:43+00:00,"1 hour na langgggg! 

#DragRacePH #TeamPreciousPaulaNicole #TeamPrecious","['DragRacePH', 'TeamPreciousPaulaNicole', 'TeamPrecious']"
- 𝚖.𝚊. - (𝚖𝚊𝚜𝚝𝚎𝚛𝚖𝚒𝚗𝚍),2022-10-12 10:02:31+00:00,1 more hour to go. #TeamPreciousPaulaNicole #TeamPrecious,"['TeamPreciousPaulaNicole', 'TeamPrecious']"
mimai ✨💛,2022-10-12 10:00:51+00:00,"Arrived just in time! 🥹✨

#TeamPrecious #TeamPreciousPaulaNicole https://t.co/VSBfcPknWm","['TeamPrecious', 'TeamPreciousPaulaNicole']"
Mia❤️ #TEAMPRECIOUS,2022-10-12 09:59:05+00:00,"HAPPY DRPH FINALE EVERYONE
ARE YOU ALL READY?!!
1 HOUR LEFT GUYS
#TeamPreciousPaulaNicole 
#teamprecious
#PreciousPaulaNicole
@PreciousPaulaN 
TAKE HOME THE 👑 https://t.co/FbjgbsWDQg","['TeamPreciousPaulaNicole', 'teamprecious']"
Lirio Tagle,2022-10-12 09:54:10+00:00,@PreciousPaulaN #TeamPreciousPaulaNicole 😍❤️💪 A Queen with Precious Heart 😍❤️🙏😇 https://t.co/dftOh2wWZS,['TeamPreciousPaulaNicole']
kakaibabe mani ❤️,2022-10-12 09:54:08+00:00,"MALAPIT NA!! Are you ready?
#TeamPrecious #TeamPreciousPaulaNicole #PreciousPaulaNicole #PreciousHeart","['TeamPrecious', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole', 'PreciousHeart']"
ven | havvy v day!,2022-10-12 09:51:31+00:00,"a short edit for our precious. the duality. boss rodolfo bata mo kami. ❤️
@PreciousPaulaN 
#TeamPrecious #TeamPreciousPaulaNicole #PreciousPaulaNicole https://t.co/kIyrnhm9fj",['TeamPrecious']
kakaibabe gum ni ppn ❤️,2022-10-12 09:48:02+00:00,"AAAAA I LOVE THE LOOK

#TeamPrecious #TeamPreciousPaulaNicole #PreciousPaulaNicole","['TeamPrecious', 'TeamPreciousPaulaNicole', 'PreciousPaulaNicole']"
Precious Update,2022-10-12 09:45:26+00:00,"Tonight is the night!
#TeamPreciousPaulaNicole",['TeamPreciousPaulaNicole']
GBEAG #VoteBlue #WearAMask #JustAMeeting,2022-10-12 09:44:02+00:00,"I’m #TeamPrecious(#TeamPreciousPaulaNicole) and #TeamMarina(#TeamMarinaSummers)

@PreciousPaulaN @marinaxsummers @dragraceph @wowpresentsplus @WorldOfWonder 

#DragRacePH #DragRacePHfinale #DragRacePhilippines #DragRacePhilippinesFinale https://t.co/r7qBvgIIoY","['TeamPrecious', 'TeamPreciousPaulaNicole', 'TeamMarina', 'TeamMarinaSummers']"
MIKEY #TeamMarinaSummers,2022-10-12 09:43:47+00:00,"Let’s go, #TeamPreciousPaulaNicole🫰 xx #TeamMarinaSummers #DragRacePH 

@matildabubbles @ggggigi___ @cardocaptorury https://t.co/vT0VHqbl0k","['TeamPreciousPaulaNicole', 'TeamMarinaSummers', 'DragRacePH']"
?,2022-10-12 09:33:33+00:00,"Whoever wins the crown, I'm still satisfied and happy. Excited to know who is gonna be our Filipina Winnah! 
#TeamMarina #TeamXilhouete #TeamEvaLeQueen #TeamPreciousPaulaNicole https://t.co/1LkulDha67",
Kumare ni Precious Paula Nicole ❤️,2022-10-12 09:23:54+00:00,"Precious Loves invade Okada to support our 1st #DragRacePH Queen winner @PreciousPaulaN ❤️

#TeamPrecious
#TeamPreciousPaulaNicole
#PreciousPaulaNicole https://t.co/IpE9JeCFH7","['DragRacePH', 'TeamPrecious']"
Pink French Vanilla,2022-10-12 09:16:12+00:00,Let’s go #TeamPreciousPaulaNicole @PreciousPaulaN #dragraceph https://t.co/yavZwbtJZZ,"['TeamPreciousPaulaNicole', 'dragraceph']"
tots 💭,2022-10-12 09:15:35+00:00,manifesting.. @PreciousPaulaN for the crown 👑 #TeamPrecious #TeamPreciousPaulaNicole #DragRacePhilippines #DragRacePH https://t.co/pY4CuQrDVT,"['TeamPrecious', 'TeamPreciousPaulaNicole', 'DragRacePhilippines']"
